"Year","Location","trialName","Trial","plot_name","Plot","Block","Line","pass","range","GrainMoisture|%","TestWeight|lb/bu","GrainYield|bu/ac","HeadingDate|Julian","Height|in","Awns|A-TA-AL","notes|","Entry","Pedigree","PlotWeight|g","Lodging|0-9","PowderyMildew|0-9","AWN|CO_321:0501164"
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1020",1020,1,"VA22W-106",21,1,11.6,60.1,82.0328116386532,119,38,NA,"tall, strong straw",119,"ARGA04494-11E49 (AWD99*5261 /SS8641) / Hilliard (VA11W-108)",2256.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1021",1021,1,"VA22W-427",22,1,11.5,55.8,71.9436054892881,120,37,NA,"tall, l thick, lodging! rusty!! drop",440,"GA03564-12E6 (SS8641/4/AGS 2000*3/ 931433 //PION 2684/3*AGS 2000) / VA10W-21_ BSR124 [Z00-5018 (U90-1A//ZX90-2C1/PION 2580 ) / VA01W-158 (PION2643/94-54-331)] // SH7200 (VA10W-119)",1977,6,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1022",1022,1,"VA22W-255",23,1,11.6,59.6,65.1522561064879,119,33,NA,"uneven",268,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",1792.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1023",1023,1,"VA22W-114",24,1,11.6,58.4,72.033154388656,123,34,NA,"uneven, thicker",127,"ARGA04494-11E49 (AWD99*5261 /SS8641) / Hilliard (VA11W-108)",1981.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1024",1024,1,"DH20SRW04-029",25,1,11.9,61.1,86.9310887360693,124,39,NA,"tall, l uneven",956,"LA09225C-33-3 / 13VTK429-3",2399.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1025",1025,1,"19VTK20-195",26,1,12.1,62.1,76.7364288685856,127,37,NA,"late? unif",877,"KWS154 / DH12SRW056-058",2123.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1026",1026,1,"VA22FHB-26",27,1,12,58.6,67.5930125525529,121,41,NA,"tall, uneven, bc, drop?",521,"MO131838 (ERNIE*2/92-2-1) / NC9305-7 (Bess / NC-Yadkin)",1868,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1027",1027,1,"VA22W-342",28,1,11.9,60.8,61.3121922264438,119,33,NA,"seg, drop",355,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",1692.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1028",1028,1,"VA22FHB-117",29,1,12.1,59.3,93.6624660967701,119,37,NA,"bluer, ok",612,"Pioneer 112348W (USG 3404) / Berkeley (VA12W-72) // VA14FHB-14 [VA05W-436 {OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000} / {VA05W-641 (Renwood 3260*2 // Futai8944 / Renwood 3260 /3/ Renwood 3260}]",2591.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1029",1029,1,"VA22FHB-118",30,1,11.9,58.7,72.245143253883,121,36,NA,"short plot, thick mostly unif",613,"Pioneer 112348W (USG 3404) / Berkeley (VA12W-72) // VA14FHB-14 [VA05W-436 {OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000} / {VA05W-641 (Renwood 3260*2 // Futai8944 / Renwood 3260 /3/ Renwood 3260}]",1994.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1030",1030,1,"DH20SRW05-034",31,1,11.9,59.4,73.6072339054129,119,36,NA,"many small heads",966,"NC14-23372 / 13VTK59-148",2031.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1031",1031,1,"VA22W-310",32,1,12.1,55.9,68.4740071082546,120,35,NA,"meh",323,"Pioneer 112348W (USG 3404) / Jamestown // VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",1894.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1032",1032,1,"VA22W-129",33,1,11.9,55.3,60.6673727158792,123,35,NA,"uneven",142,"ARGA04494-11E49 (AWD99*5261 /SS8641) / Hilliard (VA11W-108)",1674.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1033",1033,1,"19VTK14-166",34,1,12,60.2,77.5727517720358,119,33,NA,"many small geads, lodging, drop!",830,"LA10191C-1 / VA17W-75",2143.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1034",1034,1,"DH20SRW03-064",35,1,12.5,61.1,98.7266541382857,118,32,NA,"mostly even, strong straw, many small heads",943,"13VTK429-3 / DH12SRW057-081",2744,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1035",1035,1,"VA22W-239",36,1,12.5,58,84.8315251921465,123,35,NA,"ok, thick, mostly even",252,"VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404] / VA07MAS3-7304-3-2-4-3 [Shirley / AGS 2026 (GA951231-4E26) // SS8404]",2357.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1036",1036,1,"VA22FHB-162",36,2,12.5,57.1,66.6944601953863,117,33,NA,"ugly drop",657,"NC11-21401 [VA04W-433 {Ning7840 / PION2684 // Sisson""S"" (VA96-54-244)} / SS8641)] / Featherstone 31 (VA12W-31) // VA13W-38 [IL99-15867 (IL93-2879/P881705A-1-X-60) / Jamestown]",1853.7,0,NA,2
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1037",1037,1,"VA22W-327",35,2,12,56.8,61.2643091824022,119,34,NA,"byd, drop",340,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",1693.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1038",1038,1,"VA22FHB-16",34,2,12.2,57.7,74.1508390639736,121,39,NA,"uneven",511,"KY06C-1178-16-10-3 (KY93C-0004-22-1 / NC03-11458 // KY97C-0519-04-05) / HILLIARD (VA11W-108)",2053.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1039",1039,1,"VA22FHB-11",33,2,11.9,59.5,75.6141440675074,120,38,NA,"mostly unif, tall",506,"KY06C-3058-53-3-3 (KY98C-1161-03/ IL96-24851-1 //PEMBROKE08) / GA071092-14ES11 ( USG 3120*2 / Jamestown)",2087.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1040",1040,1,"VA22W-51",32,2,11.5,55.3,86.9727957103686,119,36,NA,"tiny lodging",64,"VA11W-313 (Berkeley""S"") / VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",2390,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1041",1041,1,"19VTK1-41",31,2,11.9,60.4,69.1369683097005,119,34,NA,"byd overspray",717,"Hilliard / MDC07026-F2-19-13-3 // VA17W-75",1908.5,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1042",1042,1,"VA22FHB-98",30,2,12,58.1,77.8658478114767,118,35,NA,NA,593,"Featherstone 73 (VA09W-73) / MDC07026-F2-19-13-4 (SS8641// McCormick*2/Ning7840) // HILLIARD (VA11W-108)",2151.9,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1043",1043,1,"VA22FHB-99",29,2,12,57.4,68.4903930189894,121,36,NA,"lodge, drop",594,"Featherstone 73 (VA09W-73) / MDC07026-F2-19-13-4 (SS8641// McCormick*2/Ning7840) // HILLIARD (VA11W-108)",1892.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1044",1044,1,"VA22W-345",28,2,11.7,61.4,69.373797146508,117,34,NA,NA,358,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",1910.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1045",1045,1,"19VTK14-71",27,2,11.7,60.4,79.2967880713736,118,35,NA,"small heads",820,"LA10191C-1 / VA17W-75",2184,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1046",1046,1,"19VTK14-22",26,2,11.7,61.3,68.0812304545021,120,37,NA,"some bc",817,"LA10191C-1 / VA17W-75",1875.1,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1047",1047,1,"VA22FHB-142",25,2,11.9,58.7,79.8308289568179,123,38,NA,"some bc",637,"USG 3118""S"" (VA12W-54) / Hilliard (VA11W-108) // MO 121058 (011126*2/Pioneer 25R47)",2203.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1048",1048,1,"VA22W-346",24,2,11.2,59.4,76.8210640506817,121,34,NA,NA,359,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",2103.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1049",1049,1,"VA22W-194",23,2,11.2,55.4,61.6679001260499,118,32,NA,"lodge, ugly drop",207,"VA14W-59 [VA06W-627 ( IL 94-1549 (SCAB-RES) /VA97W-375 (CK9803/Freedom)// Coker 9025 (BL930390))] / [VA06W-256 {McCormick""S"" (VA98W-590) / VAN99W-97 [Coker 983//GA-ANDY/VA90-21-20 (79IWWRN67//CK65-20/ATR)] / SR8483 (VA12W-68)",1688.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1050",1050,1,"VA22W-372",22,2,11.3,57.7,69.7610062913183,118,34,NA,NA,385,"Pioneer 112355W (AgriMAXX 446) / Jamestown // TXGA06343-17-3-5-EL2 (011638-G1-G1/981592-8-8-1//991336-47-5W-1W)",1912.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1051",1051,1,"VA22W-252",21,2,11.9,60.1,83.9062331668474,118,37,NA,NA,265,"VA12FHB-8 [IL99-27048 (IL90-6364/Pioneer 2571) / VA04W-486 [ERNIE//INW 9824 (P92823A1-1-4-4-5 =Clark*4/ Ning7840)/ McCormick] // Shirley] / VA07MAS4-7417-1-3-3 [Oglethorpe (GA951231-4E25) / SS8404 // Shirley]",2316.2,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1052",1052,1,"VA22FHB-92",20,2,11.4,61,76.899420365603,121,36,NA,NA,587,"MDC07026-F2-19-13-4 (SS8641// McCormick*2/Ning7840) / Yorktown (VA08W-294) // VA14FHB-14 [VA05W-436 {OH 552 (P71761A4-31-5-33 / MD55-286-21) / AGS 2000} / {VA05W-641 (Renwood 3260*2 // Futai8944 / Renwood 3260 /3/ Renwood 3260}]",2110.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1053",1053,1,"VA22W-80",19,2,11.4,59.4,97.6944692308134,120,37,NA,NA,93,"AR11LE24 (GA961591-3E42/GA96229-3A41) / Berkeley (VA12W-72)",2681.6,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1054",1054,1,"18VDH-FHB-MAS11-259-4-2",18,2,11.3,58.4,79.2912781289936,123,37,NA,NA,1011,"VA11W-108PA / VA07MAS3-7304-3-2-4-3 // L11541 (MDC07026-F2-19-13-4)",2174,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1055",1055,1,"19VTK20-67",17,2,11.7,59.6,89.9096320060176,120,41,NA,"tt lodging, drop?",871,"KWS154 / DH12SRW056-058",2476.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1056",1056,1,"VA22W-350",16,2,11.6,59.5,72.1203924017422,117,35,NA,NA,363,"Pioneer 112355W (AgriMAXX 446) / Jamestown // ARGA04494-11E49 (AWD99*5261 /SS8641)",1984.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1057",1057,1,"19VTK1-2",15,2,11.3,60.4,65.3551247835067,119,29,NA,"short!",715,"Hilliard / MDC07026-F2-19-13-3 // VA17W-75",1791.9,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1058",1058,1,"VA22W-355",14,2,11.4,58.8,64.6183920326275,120,31,NA,NA,368,"Pioneer 112355W (AgriMAXX 446) / Jamestown // TXGA06343-17-3-5-EL2 (011638-G1-G1/981592-8-8-1//991336-47-5W-1W)",1773.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1059",1059,1,"VA22W-292",13,2,11.5,55.7,69.5709585100764,121,33,NA,NA,305,"Pioneer 112348W (USG 3404) / Jamestown // VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",1911.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1060",1060,1,"DH19SRW09-073",12,2,11.9,59.8,87.445495311913,121,38,NA,"mat heads green leaves, tall",897,"Liberty 5658 / Laverne""S"" (VA09MAS2-131-6-2-4)",2413.9,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1061",1061,1,"DH20SRW03-044",11,2,11.8,61.5,79.272264715885,120,34,NA,NA,939,"13VTK429-3 / DH12SRW057-081",2185.8,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1062",1062,1,"19VTK20-11",10,2,12.3,60.3,80.7197019077437,124,37,NA,"ok",865,"KWS154 / DH12SRW056-058",2238.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1063",1063,1,"VA22W-161",9,2,12,56.3,81.5349760089226,123,35,NA,NA,174,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2253.3,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1064",1064,1,"VA22W-43",8,2,11.8,57.9,71.2790324241012,118,33,NA,"l lodge, drop",56,"VA11W-313 (Berkeley""S"") / VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404]",1965.4,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1065",1065,1,"19VTK5-142",7,2,12.5,58.8,77.9127440001668,119,35,NA,"nice, early",744,"KWS192 / VA16W-202",2165.5,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1066",1066,1,"VA22W-155",6,2,12.3,57.4,80.9468883453861,118,35,NA,NA,168,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2244.7,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1067",1067,1,"VA22W-203",5,2,12.1,57.6,83.7049105632129,119,34,NA,NA,216,"VA14W-59 [VA06W-627 ( IL 94-1549 (SCAB-RES) /VA97W-375 (CK9803/Freedom)// Coker 9025 (BL930390))] / [VA06W-256 {McCormick""S"" (VA98W-590) / VAN99W-97 [Coker 983//GA-ANDY/VA90-21-20 (79IWWRN67//CK65-20/ATR)] / SR8483 (VA12W-68)",2315.9,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1068",1068,1,"VA22W-152",4,2,12.8,59,75.8026293277758,120,34,NA,NA,165,"USG 3895 (Pion A040064G1) / Berkeley (VA12W-72)",2114.1,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1069",1069,1,"VA22W-82",3,2,12.1,55.6,79.6062289025763,119,34,NA,NA,95,"AR11LE24 (GA961591-3E42/GA96229-3A41) / Berkeley (VA12W-72)",2202.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1070",1070,1,"17YR0347-2-2-4",2,2,12.3,59.5,82.6994694357704,122,35,NA,"ok, if yr R, keep",1000,"VA11W-230/DH08X028-193-0//VA11W-230",2293.3,0,NA,NA
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1071",1071,1,"19VTK5-4",2,3,12.6,57.3,84.8962957983933,124,33,NA,NA,735,"KWS192 / VA16W-202",2362.3,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1072",1072,1,"18VDH-FHB-MAS14-336-4-4",3,3,12.7,55.6,79.6443708619177,121,32,NA,NA,1013,"USG 3895 / VA12W-72 // 15MW-133 (MDC07026-F2-19-13-3)",2218.7,0,NA,1
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1073",1073,1,"VA22W-215",4,3,12.5,59.9,77.8084046062159,119,33,NA,"ok",228,"VA14W-6 [Jamestown (VA02W-370) / Shirley (VA03W-409) // SS 8404] / VA07MAS3-7304-3-2-4-3 [Shirley / AGS 2026 (GA951231-4E26) // SS8404]",2162.6,0,NA,2
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1074",1074,1,"16VT03-2-6-3-1",5,3,11.9,59.5,63.5944185840604,120,35,NA,"thin",1025,"NC8248-14 (Bess / Neuse:  FHB-RES. DH) / Jamestown // MDC07026-F2-19-13-1 (SS8641// McCormick*2/ Ning7840)",1755.5,0,NA,3
2022,"BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA","SRWObs_2022_BLAVA_1075",1075,1,"18VDH-FHB-MAS10-236-2-1",6,3,12.4,56.2,76.8527421074698,121,33,NA,NA,1008,"KY06C-1178-16-10-3  / USG 3895 // GAJT 141-14E45",2133.6,0,NA,2
